actual	greedy	beam_search	greedy_wer	greedy_cer	beam_search_wer	beam_search_cer
it became the center of commercial and political life in arkansas	it became the sentere of comorsiol and politecol life in alkoinsaw	it became the centre of moral and political life in alan saw	0.36363636363636365	0.18461538461538463	0.36363636363636365	0.18461538461538463
individual ballpark ground rules vary greatly from ballpark to ballpark	ndivedgule bultpan grandres vari greately from bolpat to bilpack	individual pan grandes vary greatly from boat to black	0.8	0.323943661971831	0.5	0.30985915492957744
pain petri was featured in the encyclopedia of jewish food by rabbi gil marks	pang petrieck paing petrin was fuecured in ther ansicquoabida ofe jerish fod biy raby gilmars	pan petrick pang petrine was featured in the naba of garish food by raby gilmore	1.0	0.4805194805194805	0.6428571428571429	0.42857142857142855
they must wash their hands before touching the seeds	thay moncs ased thaer hiads before tuching thessent	the monks as the hands before touching the saint	0.8888888888888888	0.3269230769230769	0.5555555555555556	0.25
it later passed to the beauchamp earls of warwick	it latere pased to the boshan erls of warike	it later passed to the bush els of work	0.5555555555555556	0.24489795918367346	0.3333333333333333	0.24489795918367346
bierman had chosen the gold color because the football blended in with the uniforms	bearmin had choson te gold coler because the fout bal blinded and wit the younifrms	bern had chosen the gold collar because the foot ball blinded and with the uniforms	0.7142857142857143	0.1927710843373494	0.42857142857142855	0.10843373493975904
eventually he was taken off playbyplay and recast as an intermission interviewer	uofon choad hens tok him of hblup by blue and ro coasestin intaineshion anto fr	upon this took him off by blue and rose into another	1.1666666666666667	0.6125	0.9166666666666666	0.675
she returned to philadelphia late in october	sher ritend to piletle fear lad in ok tob	she listened to pitt fear lad in october	1.0	0.45454545454545453	0.5714285714285714	0.38636363636363635
the maragos brothers avoided jail time by agreeing to testify against perry	they madof gos pravaus ayd with jd stime by aenouning to testifiy actrins peo	they made of goose braves and with jim by announcing to testify actions per	1.0	0.4666666666666667	0.9166666666666666	0.4666666666666667
the two sheaves are fastened together and tied to a tree branch	the tou sheves ar fassiond to gether and tide to a tr branche	the two sheaves are fastened together and tied to a tree branch	0.75	0.2222222222222222	0.0	0.0
like many sculptor of that epoch konti created architectural sculpture	ike meniscota ofe that epok contecrated arcoucterthrown scoes	a minister of that epoch consecrated rather thrown scots	0.9	0.44285714285714284	0.7	0.4857142857142857
he attended bates college and received his law degree from georgetown university	he atended bats colege and receved his law degry from gorge toun oniversity	he attended bats college and received his degree from georgetown university	0.6666666666666666	0.125	0.16666666666666666	0.0625
it was created from the former province of lorraine	it was criated from the farm oprovins of lorain	it was created from the farm province of lorraine	0.4444444444444444	0.17647058823529413	0.1111111111111111	0.058823529411764705
five years later he sold his second script to archie bunker's place	fie yeirs leater he sord his seconscript of arche boncasporis	five years later he sold his second strip of archie duncan stories	0.8333333333333334	0.2835820895522388	0.3333333333333333	0.22388059701492538
bourne simpson and willis were augmented by chris banks damon wilson and chris leonard	barn simpson and rilics were odgoamented by uis bangs daon wilsan and ristlionma	and simpson and relics were lamented by its banks and wilson and son	0.6428571428571429	0.26744186046511625	0.5	0.3488372093023256
the text of the illustration translates to portrait of a famous oneeyed man	the tet off tay i lustracion translats to partret to ofer pe massran ad mi s	the text of day illustration translates to portree to offer a mason a m	1.0769230769230769	0.37333333333333335	0.5384615384615384	0.29333333333333333
there are many animals whose common names are disused at this season	ther ar meney animales whos cooman nams ar dis yewsed at thiss season	there are many animals whose common names are diseased at this season	0.9166666666666666	0.22058823529411764	0.08333333333333333	0.029411764705882353
the new calendar received the sanction of law and regulated the business of government	tene nor calende would gived this untryon orlow and revl latea the gnid of lova man	then no one would give this union and relate the of love a man	0.9285714285714286	0.46511627906976744	0.9285714285714286	0.5465116279069767
piercy was selected by england to represent her country in athletics events	pasiwas selected bi englened to represernt hare contory in adletics events	i was selected by england to represent his country in aletes events	0.6666666666666666	0.21333333333333335	0.25	0.14666666666666667
the vine was the most characteristic manifestation of dionysus	the waine was the most garucteristick manifestaction ove duliniusos	the wine was the most characteristic manifestation of dulness	0.5555555555555556	0.24193548387096775	0.2222222222222222	0.08064516129032258
their current home pitch is malahide castle	there gurint ompechrs mal hied casil	the grant compeers had case	1.0	0.3953488372093023	1.0	0.5348837209302325
boxer frank bruno has also been a vocal supporter of the conservative party	boksafrank bronorw has also ben a lockas sapprta of the counser bitifpady	okay frank bruno has also been a la supporter of the one bird	0.6153846153846154	0.32	0.3076923076923077	0.28
she produced the film together with schicchi's company diva futura	she prdused the feln together witth she shes coumpan deav fuctara	she perused the fell together with she she's company deva for	0.8	0.2727272727272727	0.6	0.24242424242424243
it consists of a basin with either continuously running water or a tap	it conis oe a bason with a lg continiuoas ly raning water ore a teb	it consists of a basin with a continual running water or a tea	0.7692307692307693	0.2714285714285714	0.23076923076923078	0.17142857142857143
he is also head of complex trauma at hospital la paz in madrid	he has alsow had ovfe complexe trama at hospial lapaws iand madread	he has also had of complex drama at hospital lepas and marred	0.8461538461538461	0.25806451612903225	0.5384615384615384	0.1935483870967742
baines is father of three children  timothy christina and catherine	bains is fase of toe chillderan temortiy cristiuna and cathrin	bands is far off the children morty cristina and catherine	0.7	0.26865671641791045	0.6	0.208955223880597
the city of jewett is served by the leon independent school district	des he touhjer was bestoed by the learn independent scole destrict	is he to her was bestowed by the lean independent school district	0.75	0.38235294117647056	0.5833333333333334	0.3088235294117647
both the n and m romanizations are used by various groups	both the en and eam rominisaions ar ywsed biy veriass grops	both the men and am romanies actions are used by various groups	0.7272727272727273	0.24561403508771928	0.36363636363636365	0.12280701754385964
it is however unclear if he was the first one to build a telescope	it is how ever and cleer if he was te first on to beild a telescoe	it is however and clear if he was the first one to build a telescope	0.5714285714285714	0.13636363636363635	0.14285714285714285	0.045454545454545456
higher frequencies which damp out faster provide increased resolution of nearby objects	hiere precuencs reicsddemp ortfuster prrvid inquiste fresoulshion ofe nea by objeccts	he runs them out faster proved in his resolution of nearby objects	1.0	0.3448275862068966	0.5833333333333334	0.3103448275862069
the filmer then records the movie using the camcorder as unobtrusively as possible	the filemadend recased the mwouve ysing the camncordr as aun atrousively as pousible	the leaden because the one using the camera as an sively as possible	0.6923076923076923	0.25609756097560976	0.5384615384615384	0.3170731707317073
